"tenure","MonthlyCharges","Contract","PaymentMethod","InternetService","Churn"
41,99.65,"Two year","Credit card (automatic)","Fiber optic","No"
21,73.7,"Month-to-month","Electronic check","Fiber optic","No"
55,50.05,"One year","Bank transfer (automatic)","DSL","No"
69,60.25,"Two year","Bank transfer (automatic)","DSL","No"
26,105.75,"Month-to-month","Electronic check","Fiber optic","Yes"
69,87.3,"One year","Credit card (automatic)","Fiber optic","No"
18,48.35,"Month-to-month","Electronic check","DSL","Yes"
47,54.25,"Month-to-month","Electronic check","DSL","No"
72,85.3,"Two year","Bank transfer (automatic)","DSL","No"
33,50,"Month-to-month","Electronic check","DSL","No"
2,24.4,"Month-to-month","Mailed check","DSL","Yes"
72,90.95,"Two year","Credit card (automatic)","DSL","No"
37,72.25,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
62,96.1,"Month-to-month","Credit card (automatic)","Fiber optic","No"
71,19.85,"Two year","Credit card (automatic)","No","No"
23,55.3,"Month-to-month","Bank transfer (automatic)","DSL","No"
16,20.1,"One year","Mailed check","No","No"
9,69.5,"Month-to-month","Mailed check","DSL","No"
17,25.15,"Two year","Mailed check","No","No"
4,20.95,"Month-to-month","Bank transfer (automatic)","No","Yes"
1,49.55,"Month-to-month","Electronic check","DSL","Yes"
24,79.65,"Month-to-month","Mailed check","Fiber optic","No"
1,71.25,"Month-to-month","Electronic check","Fiber optic","No"
72,113.8,"Two year","Bank transfer (automatic)","Fiber optic","No"
72,24.55,"Two year","Electronic check","No","No"
11,19.7,"Month-to-month","Credit card (automatic)","No","No"
9,20.25,"Month-to-month","Mailed check","No","Yes"
2,50.15,"Month-to-month","Credit card (automatic)","DSL","Yes"
60,100.5,"One year","Credit card (automatic)","Fiber optic","No"
29,95.9,"Month-to-month","Electronic check","Fiber optic","Yes"
49,74.45,"Two year","Bank transfer (automatic)","DSL","No"
30,104.1,"Month-to-month","Electronic check","Fiber optic","No"
53,19.05,"One year","Credit card (automatic)","No","No"
39,25,"Two year","Mailed check","No","No"
9,19.05,"Month-to-month","Mailed check","No","No"
39,81.9,"One year","Electronic check","Fiber optic","No"
8,69.7,"Month-to-month","Electronic check","Fiber optic","No"
51,90.15,"One year","Electronic check","Fiber optic","No"
71,25.35,"Two year","Credit card (automatic)","No","No"
71,24.65,"Two year","Mailed check","No","No"
70,19.55,"Two year","Credit card (automatic)","No","No"
1,25.25,"Month-to-month","Electronic check","DSL","Yes"
38,60,"Two year","Bank transfer (automatic)","DSL","No"
28,89.9,"Month-to-month","Credit card (automatic)","Fiber optic","No"
32,19.4,"Month-to-month","Bank transfer (automatic)","No","No"
49,49.8,"Two year","Mailed check","DSL","No"
37,24.1,"Two year","Bank transfer (automatic)","No","No"
10,54.25,"Month-to-month","Electronic check","DSL","No"
67,109.9,"One year","Credit card (automatic)","Fiber optic","No"
7,35.5,"One year","Credit card (automatic)","DSL","No"
51,87.55,"One year","Credit card (automatic)","Fiber optic","No"
9,45.15,"Month-to-month","Electronic check","DSL","Yes"
9,88.4,"Month-to-month","Mailed check","Fiber optic","No"
4,50.8,"Month-to-month","Mailed check","DSL","No"
71,99,"Two year","Electronic check","Fiber optic","No"
50,84.4,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
24,96.55,"Two year","Electronic check","Fiber optic","No"
22,59.75,"One year","Bank transfer (automatic)","DSL","No"
44,111.5,"Month-to-month","Electronic check","Fiber optic","No"
33,24.25,"Month-to-month","Bank transfer (automatic)","No","No"
1,75.1,"Month-to-month","Electronic check","Fiber optic","Yes"
54,70.15,"One year","Credit card (automatic)","DSL","Yes"
42,101.75,"Month-to-month","Electronic check","Fiber optic","Yes"
1,45.8,"Month-to-month","Electronic check","DSL","Yes"
1,20.5,"Month-to-month","Mailed check","No","No"
30,70.4,"One year","Electronic check","DSL","No"
1,30.55,"Month-to-month","Mailed check","DSL","No"
16,84.9,"Month-to-month","Electronic check","DSL","No"
1,20.1,"Month-to-month","Mailed check","No","Yes"
9,40.65,"Month-to-month","Mailed check","DSL","Yes"
46,101,"Month-to-month","Electronic check","Fiber optic","Yes"
1,69.1,"Month-to-month","Electronic check","Fiber optic","Yes"
71,54.5,"Two year","Bank transfer (automatic)","DSL","No"
43,75.35,"Month-to-month","Credit card (automatic)","Fiber optic","No"
50,44.45,"One year","Bank transfer (automatic)","DSL","No"
13,75,"Month-to-month","Mailed check","Fiber optic","Yes"
19,100,"One year","Bank transfer (automatic)","Fiber optic","Yes"
41,98.05,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
1,71.15,"Month-to-month","Electronic check","Fiber optic","Yes"
24,54.15,"Month-to-month","Credit card (automatic)","DSL","Yes"
40,63.9,"One year","Bank transfer (automatic)","DSL","No"
3,69.15,"Month-to-month","Bank transfer (automatic)","DSL","No"
37,64.65,"One year","Bank transfer (automatic)","DSL","No"
67,108.75,"Two year","Credit card (automatic)","Fiber optic","Yes"
32,98.85,"Month-to-month","Electronic check","Fiber optic","No"
6,49.15,"Month-to-month","Electronic check","DSL","Yes"
32,89.6,"Month-to-month","Electronic check","Fiber optic","No"
59,83.25,"Month-to-month","Electronic check","Fiber optic","No"
30,70.25,"One year","Bank transfer (automatic)","DSL","No"
20,19.4,"Month-to-month","Electronic check","No","Yes"
27,24.5,"Two year","Electronic check","No","No"
20,79.15,"Month-to-month","Electronic check","Fiber optic","Yes"
9,20.1,"One year","Mailed check","No","No"
68,73,"One year","Credit card (automatic)","DSL","No"
69,61.4,"Two year","Credit card (automatic)","DSL","No"
26,84.3,"Month-to-month","Mailed check","Fiber optic","No"
69,19.9,"Two year","Bank transfer (automatic)","No","No"
11,20.4,"Two year","Mailed check","No","No"
1,50.75,"Month-to-month","Mailed check","DSL","No"
10,20.45,"One year","Mailed check","No","No"
55,75.75,"One year","Bank transfer (automatic)","DSL","No"
44,65.4,"One year","Electronic check","DSL","No"
46,80.4,"Month-to-month","Electronic check","Fiber optic","Yes"
69,59.75,"Two year","Bank transfer (automatic)","DSL","No"
11,78.5,"Month-to-month","Electronic check","Fiber optic","No"
11,102,"Month-to-month","Electronic check","Fiber optic","Yes"
29,48.95,"Month-to-month","Bank transfer (automatic)","DSL","No"
57,99.65,"Month-to-month","Electronic check","Fiber optic","No"
28,18.25,"One year","Credit card (automatic)","No","No"
42,54.55,"Month-to-month","Credit card (automatic)","DSL","No"
2,20.65,"Month-to-month","Mailed check","No","Yes"
23,40.65,"One year","Bank transfer (automatic)","DSL","No"
18,20.45,"Month-to-month","Mailed check","No","No"
62,24.8,"One year","Bank transfer (automatic)","No","No"
1,70.8,"Month-to-month","Mailed check","Fiber optic","Yes"
16,89.05,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
3,96.6,"Month-to-month","Electronic check","Fiber optic","Yes"
67,88.8,"One year","Bank transfer (automatic)","DSL","No"
62,20.05,"Two year","Credit card (automatic)","No","No"
57,104.5,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
2,69.8,"Month-to-month","Electronic check","Fiber optic","No"
23,77.15,"Two year","Bank transfer (automatic)","DSL","No"
25,35.05,"Two year","Bank transfer (automatic)","DSL","No"
72,108.1,"Two year","Bank transfer (automatic)","Fiber optic","No"
2,84.05,"Month-to-month","Electronic check","Fiber optic","No"
8,20.2,"One year","Bank transfer (automatic)","No","No"
5,50.6,"Month-to-month","Mailed check","DSL","Yes"
35,49.2,"Month-to-month","Electronic check","DSL","No"
24,24.6,"One year","Electronic check","No","No"
2,71.65,"Month-to-month","Electronic check","Fiber optic","No"
72,104.9,"Two year","Credit card (automatic)","Fiber optic","No"
41,106.5,"Month-to-month","Electronic check","Fiber optic","No"
4,49.35,"Month-to-month","Electronic check","DSL","Yes"
26,75.5,"One year","Bank transfer (automatic)","Fiber optic","No"
7,94.25,"Month-to-month","Electronic check","Fiber optic","Yes"
1,68.95,"Month-to-month","Electronic check","Fiber optic","Yes"
4,58.5,"Month-to-month","Mailed check","DSL","No"
48,78.9,"Two year","Credit card (automatic)","DSL","No"
2,93.85,"Month-to-month","Electronic check","Fiber optic","Yes"
12,79.2,"One year","Electronic check","DSL","No"
60,109.45,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
55,59.2,"Two year","Electronic check","DSL","No"
1,29.15,"Month-to-month","Mailed check","DSL","No"
1,20.05,"Month-to-month","Mailed check","No","No"
4,76.05,"Month-to-month","Electronic check","Fiber optic","Yes"
1,24.45,"Month-to-month","Mailed check","DSL","Yes"
42,66.5,"Two year","Credit card (automatic)","DSL","No"
1,49.55,"Month-to-month","Bank transfer (automatic)","DSL","No"
7,89.35,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
3,73.6,"Month-to-month","Credit card (automatic)","Fiber optic","No"
72,82.65,"Two year","Credit card (automatic)","DSL","No"
15,49,"Month-to-month","Electronic check","DSL","No"
4,80.35,"Month-to-month","Electronic check","Fiber optic","Yes"
11,25.2,"One year","Electronic check","No","No"
5,25.45,"Month-to-month","Mailed check","No","No"
1,55.8,"Month-to-month","Electronic check","DSL","Yes"
72,110.9,"Two year","Credit card (automatic)","Fiber optic","No"
55,77.75,"Month-to-month","Credit card (automatic)","Fiber optic","No"
40,26.2,"Month-to-month","Electronic check","No","No"
57,19.9,"Two year","Bank transfer (automatic)","No","No"
1,79.05,"Month-to-month","Electronic check","Fiber optic","Yes"
1,95,"Month-to-month","Electronic check","Fiber optic","Yes"
1,25.2,"Month-to-month","Mailed check","DSL","Yes"
52,80.85,"One year","Electronic check","DSL","No"
41,98.4,"Month-to-month","Electronic check","Fiber optic","Yes"
43,56.35,"One year","Mailed check","DSL","No"
47,19.3,"Two year","Bank transfer (automatic)","No","No"
3,50.4,"Month-to-month","Bank transfer (automatic)","DSL","No"
66,79.4,"Two year","Credit card (automatic)","DSL","Yes"
55,55.25,"Two year","Credit card (automatic)","DSL","No"
29,19.1,"One year","Mailed check","No","No"
12,84.05,"Month-to-month","Electronic check","Fiber optic","No"
66,105.2,"Month-to-month","Electronic check","Fiber optic","No"
35,101.4,"Month-to-month","Electronic check","Fiber optic","Yes"
10,89.8,"Month-to-month","Electronic check","Fiber optic","Yes"
27,75.75,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
58,95.3,"Month-to-month","Electronic check","Fiber optic","No"
54,109.75,"Two year","Bank transfer (automatic)","Fiber optic","Yes"
9,19.85,"Month-to-month","Mailed check","No","No"
2,19.3,"One year","Credit card (automatic)","No","Yes"
6,69.1,"Month-to-month","Electronic check","Fiber optic","No"
26,91.25,"Month-to-month","Electronic check","Fiber optic","Yes"
9,20.25,"Month-to-month","Mailed check","No","No"
8,54.75,"Month-to-month","Mailed check","DSL","No"
12,81.45,"Month-to-month","Electronic check","Fiber optic","No"
15,49.1,"Month-to-month","Electronic check","DSL","Yes"
43,80.2,"One year","Electronic check","DSL","No"
42,100.3,"Month-to-month","Electronic check","Fiber optic","No"
31,65.25,"Month-to-month","Credit card (automatic)","DSL","Yes"
66,90.95,"Two year","Credit card (automatic)","Fiber optic","No"
18,85.45,"Month-to-month","Electronic check","Fiber optic","Yes"
1,20,"Month-to-month","Mailed check","No","No"
61,94.1,"Two year","Electronic check","Fiber optic","Yes"
10,79.85,"Month-to-month","Electronic check","Fiber optic","No"
1,71.65,"Month-to-month","Electronic check","Fiber optic","Yes"
18,73.55,"Month-to-month","Electronic check","Fiber optic","No"
24,104.65,"Month-to-month","Electronic check","Fiber optic","Yes"
3,19.3,"Month-to-month","Mailed check","No","No"
50,20.15,"One year","Credit card (automatic)","No","No"
1,44.55,"Month-to-month","Electronic check","DSL","No"
2,54.45,"Month-to-month","Mailed check","DSL","No"
17,19.65,"One year","Bank transfer (automatic)","No","No"
69,105,"Two year","Electronic check","Fiber optic","No"
72,88.7,"Two year","Credit card (automatic)","DSL","No"
3,74.25,"Month-to-month","Electronic check","Fiber optic","Yes"
50,75.15,"Two year","Bank transfer (automatic)","DSL","No"
53,20.25,"Two year","Mailed check","No","No"
58,109.1,"Two year","Credit card (automatic)","Fiber optic","No"
46,30.75,"One year","Bank transfer (automatic)","DSL","No"
72,112.9,"Month-to-month","Credit card (automatic)","Fiber optic","No"
1,74.2,"Month-to-month","Electronic check","Fiber optic","Yes"
6,94.05,"Month-to-month","Mailed check","Fiber optic","No"
72,78.85,"Two year","Bank transfer (automatic)","DSL","No"
4,55.3,"Month-to-month","Mailed check","DSL","No"
52,19.35,"Two year","Mailed check","No","No"
0,25.35,"Two year","Mailed check","No","No"
2,20.45,"One year","Mailed check","No","No"
65,19.35,"Two year","Bank transfer (automatic)","No","No"
43,101,"Month-to-month","Electronic check","Fiber optic","Yes"
4,100.2,"Month-to-month","Electronic check","Fiber optic","Yes"
25,89.05,"One year","Electronic check","Fiber optic","Yes"
51,78.65,"One year","Credit card (automatic)","DSL","No"
12,74.75,"Month-to-month","Bank transfer (automatic)","DSL","No"
57,70.1,"One year","Bank transfer (automatic)","DSL","Yes"
24,19.9,"One year","Mailed check","No","No"
64,58.35,"One year","Bank transfer (automatic)","DSL","No"
4,105.65,"One year","Electronic check","Fiber optic","Yes"
26,100.5,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
15,20.05,"Month-to-month","Mailed check","No","No"
64,25.65,"Two year","Credit card (automatic)","No","No"
36,96.5,"Month-to-month","Electronic check","Fiber optic","Yes"
27,95,"Month-to-month","Credit card (automatic)","Fiber optic","No"
1,70.85,"Month-to-month","Mailed check","Fiber optic","Yes"
35,85.95,"One year","Credit card (automatic)","DSL","Yes"
4,73.9,"Month-to-month","Electronic check","Fiber optic","Yes"
8,45.45,"Month-to-month","Electronic check","DSL","No"
10,20,"Month-to-month","Credit card (automatic)","No","No"
2,49.2,"Month-to-month","Mailed check","DSL","No"
58,109.45,"Two year","Bank transfer (automatic)","Fiber optic","Yes"
51,83.25,"Two year","Credit card (automatic)","DSL","No"
46,19.25,"Two year","Mailed check","No","No"
1,19.65,"Month-to-month","Bank transfer (automatic)","No","No"
46,72.8,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
50,109.65,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
53,65,"Month-to-month","Credit card (automatic)","DSL","No"
61,114.1,"Month-to-month","Electronic check","Fiber optic","No"
5,20.65,"Month-to-month","Bank transfer (automatic)","No","No"
47,86.95,"One year","Bank transfer (automatic)","DSL","No"
54,94.75,"One year","Bank transfer (automatic)","Fiber optic","No"
19,25.35,"Month-to-month","Credit card (automatic)","DSL","No"
26,105.45,"Two year","Electronic check","Fiber optic","No"
70,25.4,"Two year","Mailed check","No","No"
17,102.55,"Month-to-month","Electronic check","Fiber optic","No"
30,100.2,"Month-to-month","Electronic check","Fiber optic","Yes"
1,24,"Month-to-month","Mailed check","No","No"
19,25.6,"Two year","Mailed check","No","No"
26,73.5,"Two year","Credit card (automatic)","DSL","No"
21,74.05,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
50,98.25,"One year","Electronic check","Fiber optic","No"
68,54.4,"One year","Electronic check","DSL","No"
3,101.55,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
9,103.1,"Month-to-month","Electronic check","Fiber optic","No"
51,34.2,"Two year","Bank transfer (automatic)","DSL","No"
9,43.75,"Month-to-month","Electronic check","DSL","No"
41,111.95,"One year","Electronic check","Fiber optic","Yes"
22,100.65,"Month-to-month","Electronic check","Fiber optic","No"
21,55.95,"One year","Electronic check","DSL","Yes"
71,116.05,"Two year","Bank transfer (automatic)","Fiber optic","No"
1,45.75,"Month-to-month","Electronic check","DSL","Yes"
26,82,"One year","Credit card (automatic)","DSL","No"
71,65.15,"Two year","Bank transfer (automatic)","DSL","No"
4,44.8,"Month-to-month","Credit card (automatic)","DSL","No"
12,79.8,"Month-to-month","Electronic check","Fiber optic","No"
18,88.85,"Month-to-month","Electronic check","Fiber optic","No"
